FOD-0491	かわむら			飲食店	ステーキ・鉄板焼き	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13016506/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 113/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0492	カントニーズ 燕 ケン タカセ			飲食店	中華料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13147494/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 114/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0493	祇園 呂色			飲食店	フレンチ	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26029969/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 116/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0494	ぎおん 阪川			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26001726/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 117/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0495	祇園 さゝ木			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26001863/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 118/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0496	祇園 末友			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26009394/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 119/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0497	祇園 にし			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26027852/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 120/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0498	祇園 にしかわ			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26007611/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 121/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0499	祇園 又吉			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26006471/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 122/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0500	祇園 丸山			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26001968/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 123/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0501	季節料理 なかしま			飲食店	日本料理	The Tabelog Award 2020 Bronze	広島県								https://tabelog.com/tokyo/A1303/A130302/34016189/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 124/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0502	北島亭			飲食店	フレンチ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13000945/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 125/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0503	キメラ			飲食店	イタリアン	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26005284/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 126/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0504	京懐石 吉泉			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26001047/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 127/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0505	京 上賀茂 御料理秋山			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26002511/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 128/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0506	京都 吉兆 嵐山本店			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26001312/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 129/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0507	魚菜料理 縄屋			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26015836/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 130/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0508	きよ田			飲食店	寿司	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13070238/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 131/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0509	器楽亭			飲食店	日本料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13050819/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 132/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0510	ぎをん 遠藤			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26019418/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 133/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0511	銀座うかい亭			飲食店	ステーキ・鉄板焼き	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13002367/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 134/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0512	銀座 きた福			飲食店	日本料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13183900/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 135/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0513	銀座くどう			飲食店	日本料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13212919/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 136/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0514	銀座 小十			飲食店	日本料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13005683/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 137/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0515	GINZA JOTAKI			飲食店	中華料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13217960/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 138/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0516	銀座 鮨 かねさか 本店			飲食店	寿司	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13005003/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 139/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0517	銀座 ハプスブルク・ファイルヒェン			飲食店	その他	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13139747/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 140/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0518	銀座 ひらやま			飲食店	ステーキ・鉄板焼き	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13151917/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 141/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0519	銀座ふじやま			飲食店	日本料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13232735/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 142/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0520	銀座 レカン			飲食店	フレンチ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13002444/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 143/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0521	吟八亭 やざ和			飲食店	そば	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13003083/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 144/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0522	クイントカント			飲食店	イタリアン	The Tabelog Award 2020 Bronze	大阪府								https://tabelog.com/tokyo/A1303/A130302/27073813/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 145/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0523	串揚げはやし			飲食店	とんかつ・揚げ物	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13129802/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 146/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0524	クッチーナ イタリアーナ ガッルーラ			飲食店	イタリアン	The Tabelog Award 2020 Bronze	愛知県								https://tabelog.com/tokyo/A1303/A130302/23000441/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 147/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0525	クラフタル			飲食店	フレンチ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13186719/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 148/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0526	グラン シャン			飲食店	フレンチ	The Tabelog Award 2020 Bronze	大阪府								https://tabelog.com/tokyo/A1303/A130302/27066177/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 149/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0527	グリグリ			飲食店	フレンチ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13149114/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 150/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0528	グリルフレンチ			飲食店	その他	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26000658/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 151/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0529	Crony			飲食店	フレンチ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13202768/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 152/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0530	くろぎ			飲食店	日本料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13094789/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 153/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0531	くろ﨑			飲食店	寿司	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13178821/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 154/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0532	久遠の空			飲食店	創作料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13048661/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 155/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0533	高太郎			飲食店	居酒屋	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13123997/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 156/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0534	神戸牛炉釜ステーキ GINZA KOKO炉			飲食店	ステーキ・鉄板焼き	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13224979/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 157/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0535	神戸牛炉釜炭焼ステーキ IDEA 銀座			飲食店	ステーキ・鉄板焼き	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13161192/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 158/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0536	行楽庵			飲食店	日本料理	The Tabelog Award 2020 Bronze	滋賀県								https://tabelog.com/tokyo/A1303/A130302/25001485/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 159/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0537	豪龍久保			飲食店	日本料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13156859/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 160/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0538	御幸町 田がわ			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26028604/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 161/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0539	こにし家			飲食店	日本料理	The Tabelog Award 2020 Bronze	兵庫県								https://tabelog.com/tokyo/A1303/A130302/28015514/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 162/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0540	こま田			飲食店	寿司	The Tabelog Award 2020 Bronze	三重県								https://tabelog.com/tokyo/A1303/A130302/24012212/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 164/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0541	哥利歐			飲食店	ステーキ・鉄板焼き	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13002356/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 165/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0542	Convivio			飲食店	イタリアン	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13149817/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 166/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0543	コントワール ミサゴ			飲食店	フレンチ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13114321/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 167/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0544	さえき			飲食店	寿司	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26031313/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 168/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0545	サエキ飯店			飲食店	中華料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13233311/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 169/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0546	佐賀牛 季楽 銀座			飲食店	ステーキ・鉄板焼き	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13020504/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 170/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0547	定谷			飲食店	ステーキ・鉄板焼き	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13031814/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 171/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0548	SATOブリアン 本店			飲食店	焼肉・すき焼き・しゃぶしゃぶ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13127046/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 172/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0549	SATOブリアン さんごう			飲食店	焼肉・すき焼き・しゃぶしゃぶ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13223460/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 173/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0550	佐藤			飲食店	日本料理	The Tabelog Award 2020 Bronze	福岡県								https://tabelog.com/tokyo/A1303/A130302/40000240/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 175/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0551	サトブリDA			飲食店	焼肉・すき焼き・しゃぶしゃぶ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13216529/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 176/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0552	サラマンジェ ド イザシ ワキサカ			飲食店	フレンチ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13151302/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 177/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0553	茶寮 宮坂			飲食店	日本料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13216329/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 178/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0554	SALONE TOKYO			飲食店	イタリアン	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13218266/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 179/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0555	SALONE 2007			飲食店	イタリアン	The Tabelog Award 2020 Bronze	神奈川県								https://tabelog.com/tokyo/A1303/A130302/14010542/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 180/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0556	山玄茶			飲食店	日本料理	The Tabelog Award 2020 Bronze	京都府								https://tabelog.com/tokyo/A1303/A130302/26005351/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 181/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0557	産直屋 たか			飲食店	居酒屋	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13008327/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 182/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0558	サンプリシテ			飲食店	フレンチ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13216899/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 183/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0559	シェ・イノ			飲食店	フレンチ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13000510/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 184/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0560	sio			飲食店	フレンチ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13150395/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 186/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0561	重よし			飲食店	日本料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13001153/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 187/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0562	召膳 無苦庵			飲食店	日本料理	The Tabelog Award 2020 Bronze	和歌山県								https://tabelog.com/tokyo/A1303/A130302/30008100/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 188/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0563	私厨房 勇			飲食店	中華料理	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13168401/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 189/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0564	じどりや 穏座			飲食店	焼き鳥・鳥料理	The Tabelog Award 2020 Bronze	滋賀県								https://tabelog.com/tokyo/A1303/A130302/25000920/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 190/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0565	島之内 一陽			飲食店	日本料理	The Tabelog Award 2020 Bronze	大阪府								https://tabelog.com/tokyo/A1303/A130302/27000387/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 191/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0566	滋味 康月			飲食店	日本料理	The Tabelog Award 2020 Bronze	滋賀県								https://tabelog.com/tokyo/A1303/A130302/25004939/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 192/488 / https://award.tabelog.com/2020/restaurants/bronze
FOD-0567	シャントレル			飲食店	フレンチ	The Tabelog Award 2020 Bronze	東京都								https://tabelog.com/tokyo/A1303/A130302/13128296/		未確認				46232	店舗照合済	The Tabelog Award 2020 Bronze / 公式受賞一覧全488件照合 / 公式掲載順 193/488 / https://award.tabelog.com/2020/restaurants/bronze
